index,path_before,path_BIC,sha_before,sha_BIC,path_fix,sha_fix,key
lucene-solr0,lucene/core/src/java/org/apache/lucene/search/BooleanQuery.java,lucene/core/src/java/org/apache/lucene/search/BooleanQuery.java,fbd05167f455e3ce2b2ead50336e2b9c2521cd6c,04786244d0ae37eef88948c7fdfb5ccb84ca47da,lucene/core/src/java/org/apache/lucene/search/BooleanQuery.java,f7711d712472528b567ab975d0ed677bbd30ac12,04786244d0ae37eef88948c7fdfb5ccb84ca47dalucene/core/src/java/org/apache/lucene/search/BooleanQuery.javafbd05167f455e3ce2b2ead50336e2b9c2521cd6clucene/core/src/java/org/apache/lucene/search/BooleanQuery.javaf7711d712472528b567ab975d0ed677bbd30ac12lucene/core/src/java/org/apache/lucene/search/BooleanQuery.java
lucene-solr1,lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.java,lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.java,cf943c545478e01a2c76013f1c31b96786cdd165,5fb800f01819a2bfcebf8ba04fb1fd7d28ba6b23,lucene/core/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.java,9942544a7fc9f1abfb70d70e7ebfe275134222f4,5fb800f01819a2bfcebf8ba04fb1fd7d28ba6b23lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.javacf943c545478e01a2c76013f1c31b96786cdd165lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.java9942544a7fc9f1abfb70d70e7ebfe275134222f4lucene/core/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.java
lucene-solr2,lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeQuery.java,lucene/sandbox/src/java/org/apache/lucene/document/ShapeQuery.java,cbaedb470c8ddc7b21e8ff0b2729c6cf97fbd3d0,de423aec1f839edcf51a5cfd5def76318a8763e6,lucene/sandbox/src/java/org/apache/lucene/document/ShapeQuery.java,9942544a7fc9f1abfb70d70e7ebfe275134222f4,de423aec1f839edcf51a5cfd5def76318a8763e6lucene/sandbox/src/java/org/apache/lucene/document/ShapeQuery.javacbaedb470c8ddc7b21e8ff0b2729c6cf97fbd3d0lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeQuery.java9942544a7fc9f1abfb70d70e7ebfe275134222f4lucene/sandbox/src/java/org/apache/lucene/document/ShapeQuery.java
lucene-solr3,modules/spatial/src/java/org/apache/lucene/spatial/strategy/prefix/tree/QuadPrefixTree.java,lucene/spatial/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java,fdb0bd695e9ac59829c1138a5a81eba4f133efe0,635699a563e7b34a1723e965fb79a9965efadeeb,lucene/spatial-extras/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java,26628b2717a73235db56fde94f7f5b64cbc5b8b2,635699a563e7b34a1723e965fb79a9965efadeeblucene/spatial/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.javafdb0bd695e9ac59829c1138a5a81eba4f133efe0modules/spatial/src/java/org/apache/lucene/spatial/strategy/prefix/tree/QuadPrefixTree.java26628b2717a73235db56fde94f7f5b64cbc5b8b2lucene/spatial-extras/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java
lucene-solr4,modules/spatial/src/java/org/apache/lucene/spatial/strategy/prefix/tree/QuadPrefixTree.java,lucene/spatial/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java,fdb0bd695e9ac59829c1138a5a81eba4f133efe0,6414781969966a6266f4a844aa45d2dad2cce01a,lucene/spatial-extras/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java,26628b2717a73235db56fde94f7f5b64cbc5b8b2,6414781969966a6266f4a844aa45d2dad2cce01alucene/spatial/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.javafdb0bd695e9ac59829c1138a5a81eba4f133efe0modules/spatial/src/java/org/apache/lucene/spatial/strategy/prefix/tree/QuadPrefixTree.java26628b2717a73235db56fde94f7f5b64cbc5b8b2lucene/spatial-extras/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java
lucene-solr5,modules/spatial/src/java/org/apache/lucene/spatial/strategy/prefix/tree/QuadPrefixTree.java,lucene/spatial/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java,fdb0bd695e9ac59829c1138a5a81eba4f133efe0,9d1c2019a8a46a190556c1222c69c2aea1458759,lucene/spatial-extras/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java,26628b2717a73235db56fde94f7f5b64cbc5b8b2,9d1c2019a8a46a190556c1222c69c2aea1458759lucene/spatial/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.javafdb0bd695e9ac59829c1138a5a81eba4f133efe0modules/spatial/src/java/org/apache/lucene/spatial/strategy/prefix/tree/QuadPrefixTree.java26628b2717a73235db56fde94f7f5b64cbc5b8b2lucene/spatial-extras/src/java/org/apache/lucene/spatial/prefix/tree/QuadPrefixTree.java
lucene-solr6,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,b5ef13330f179ac6a2d98b9dfa4803811190e773,d494f6be13a585c273c6a3dabc76644f4d480c31,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,d9dbb70d01f9d6a9b63296e92eda5e92d1193bb4,d494f6be13a585c273c6a3dabc76644f4d480c31lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.javab5ef13330f179ac6a2d98b9dfa4803811190e773lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.javad9dbb70d01f9d6a9b63296e92eda5e92d1193bb4lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java
lucene-solr7,lucene/core/src/java/org/apache/lucene/store/FSDirectory.java,lucene/core/src/java/org/apache/lucene/store/FSDirectory.java,23aa3e09064b7147e3eb311283fe9e3410f9e39d,3f21788fbd40efa333949f9f373e34645d873219,lucene/core/src/java/org/apache/lucene/store/FSDirectory.java,fb6e28d9f1ea016a8c937f15c8043b0684cf77dd,3f21788fbd40efa333949f9f373e34645d873219lucene/core/src/java/org/apache/lucene/store/FSDirectory.java23aa3e09064b7147e3eb311283fe9e3410f9e39dlucene/core/src/java/org/apache/lucene/store/FSDirectory.javafb6e28d9f1ea016a8c937f15c8043b0684cf77ddlucene/core/src/java/org/apache/lucene/store/FSDirectory.java
lucene-solr8,lucene/src/java/org/apache/lucene/store/FileSwitchDirectory.java,lucene/core/src/java/org/apache/lucene/store/FileSwitchDirectory.java,8887431241d9ed735229f86936d4a014ccf78421,3b67b17493216f6b0c81a981073fd5f61eace6f4,lucene/core/src/java/org/apache/lucene/store/FileSwitchDirectory.java,b6c68ccdedc7bedb73d90c7e21b285b4e71f7ff4,3b67b17493216f6b0c81a981073fd5f61eace6f4lucene/core/src/java/org/apache/lucene/store/FileSwitchDirectory.java8887431241d9ed735229f86936d4a014ccf78421lucene/src/java/org/apache/lucene/store/FileSwitchDirectory.javab6c68ccdedc7bedb73d90c7e21b285b4e71f7ff4lucene/core/src/java/org/apache/lucene/store/FileSwitchDirectory.java
lucene-solr9,lucene/src/java/org/apache/lucene/util/IOUtils.java,lucene/core/src/java/org/apache/lucene/util/IOUtils.java,29963c7c7e837f9e359722a11d854d0b300dadfe,4fdcb14acf75ad91c33af31038f64ab4af3010ab,lucene/core/src/java/org/apache/lucene/util/IOUtils.java,142a20bb0b24b657da8e267a5ebe205f35dc0637,4fdcb14acf75ad91c33af31038f64ab4af3010ablucene/core/src/java/org/apache/lucene/util/IOUtils.java29963c7c7e837f9e359722a11d854d0b300dadfelucene/src/java/org/apache/lucene/util/IOUtils.java142a20bb0b24b657da8e267a5ebe205f35dc0637lucene/core/src/java/org/apache/lucene/util/IOUtils.java
lucene-solr10,lucene/core/src/java/org/apache/lucene/util/IOUtils.java,lucene/core/src/java/org/apache/lucene/util/IOUtils.java,fa4669caf92db9da7534f68ce232df593471377e,24bc7b1edd6780915b5592a5a45a966222dd2bb4,lucene/core/src/java/org/apache/lucene/util/IOUtils.java,4fdcb14acf75ad91c33af31038f64ab4af3010ab,24bc7b1edd6780915b5592a5a45a966222dd2bb4lucene/core/src/java/org/apache/lucene/util/IOUtils.javafa4669caf92db9da7534f68ce232df593471377elucene/core/src/java/org/apache/lucene/util/IOUtils.java4fdcb14acf75ad91c33af31038f64ab4af3010ablucene/core/src/java/org/apache/lucene/util/IOUtils.java
lucene-solr11,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,b5ef13330f179ac6a2d98b9dfa4803811190e773,05ea0f2d54afd91b10b845c7b01e6738f0de4a78,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,88c5817c01ad3c92380ef432212cae5571713a94,05ea0f2d54afd91b10b845c7b01e6738f0de4a78lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.javab5ef13330f179ac6a2d98b9dfa4803811190e773lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java88c5817c01ad3c92380ef432212cae5571713a94lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java
lucene-solr12,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,d494f6be13a585c273c6a3dabc76644f4d480c31,05ea0f2d54afd91b10b845c7b01e6738f0de4a78,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,88c5817c01ad3c92380ef432212cae5571713a94,05ea0f2d54afd91b10b845c7b01e6738f0de4a78lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.javad494f6be13a585c273c6a3dabc76644f4d480c31lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java88c5817c01ad3c92380ef432212cae5571713a94lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java
lucene-solr13,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,b5ef13330f179ac6a2d98b9dfa4803811190e773,f7720aad82c6340558728c4fdc4dd716104f05f1,lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java,05ea0f2d54afd91b10b845c7b01e6738f0de4a78,f7720aad82c6340558728c4fdc4dd716104f05f1lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.javab5ef13330f179ac6a2d98b9dfa4803811190e773lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java05ea0f2d54afd91b10b845c7b01e6738f0de4a78lucene/sandbox/src/java/org/apache/lucene/geo/Tessellator.java
lucene-solr14,lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeBoundingBoxQuery.java,lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeBoundingBoxQuery.java,b5ef13330f179ac6a2d98b9dfa4803811190e773,ce9a8012c080dbf2a96a6755a0b7048ab5739419,lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeBoundingBoxQuery.java,c6390f80d13a82cc8de4d43ccc85616a3f439624,ce9a8012c080dbf2a96a6755a0b7048ab5739419lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeBoundingBoxQuery.javab5ef13330f179ac6a2d98b9dfa4803811190e773lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeBoundingBoxQuery.javac6390f80d13a82cc8de4d43ccc85616a3f439624lucene/sandbox/src/java/org/apache/lucene/document/LatLonShapeBoundingBoxQuery.java
lucene-solr15,lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java,lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java,58105a203a19d18a56e09cf69dc0083c1b890315,6f0a884582a3d58342f98dc1df2c06418defb317,lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java,0435348b29ba25b15b01cf0a99ed3df7c205f294,6f0a884582a3d58342f98dc1df2c06418defb317lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java58105a203a19d18a56e09cf69dc0083c1b890315lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java0435348b29ba25b15b01cf0a99ed3df7c205f294lucene/core/src/java/org/apache/lucene/index/FrozenBufferedUpdates.java
lucene-solr16,lucene/core/src/java/org/apache/lucene/index/DocumentsWriter.java,lucene/core/src/java/org/apache/lucene/index/DocumentsWriter.java,c0e7a50ab8e67004bd30ed98205eed3f565dd37c,e35adf6824b091cdf39984a7e426c2e886f56552,lucene/core/src/java/org/apache/lucene/index/DocumentsWriter.java,e8d88a5b54b268b370f4bbc6f8a61148a62067c9,e35adf6824b091cdf39984a7e426c2e886f56552lucene/core/src/java/org/apache/lucene/index/DocumentsWriter.javac0e7a50ab8e67004bd30ed98205eed3f565dd37clucene/core/src/java/org/apache/lucene/index/DocumentsWriter.javae8d88a5b54b268b370f4bbc6f8a61148a62067c9lucene/core/src/java/org/apache/lucene/index/DocumentsWriter.java
lucene-solr17,lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java,lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java,cdb651976e8213d6e7e140c5e8325af09f5c3948,713b65d1dcc80c1fe147a5bf999e1a88b63b9dce,lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java,1c46dd1f9b1f1e1ea984e288bd61e83c07aba032,713b65d1dcc80c1fe147a5bf999e1a88b63b9dcelucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.javacdb651976e8213d6e7e140c5e8325af09f5c3948lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java1c46dd1f9b1f1e1ea984e288bd61e83c07aba032lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java
lucene-solr18,lucene/core/src/java/org/apache/lucene/store/Directory.java,lucene/core/src/java/org/apache/lucene/store/Directory.java,aa341476fdb6836bfc62b096219e268e52006103,585952797cfe715aefa29380f08eb93a25acc55e,lucene/core/src/java/org/apache/lucene/store/Directory.java,04afdb6442186d5b23d87505063487f590642efc,585952797cfe715aefa29380f08eb93a25acc55elucene/core/src/java/org/apache/lucene/store/Directory.javaaa341476fdb6836bfc62b096219e268e52006103lucene/core/src/java/org/apache/lucene/store/Directory.java04afdb6442186d5b23d87505063487f590642efclucene/core/src/java/org/apache/lucene/store/Directory.java
lucene-solr19,src/java/org/apache/lucene/store/Directory.java,lucene/core/src/java/org/apache/lucene/store/Directory.java,bd3948c539ec1065db8b05b433ea55dbf844ff27,aa341476fdb6836bfc62b096219e268e52006103,lucene/core/src/java/org/apache/lucene/store/Directory.java,04afdb6442186d5b23d87505063487f590642efc,aa341476fdb6836bfc62b096219e268e52006103lucene/core/src/java/org/apache/lucene/store/Directory.javabd3948c539ec1065db8b05b433ea55dbf844ff27src/java/org/apache/lucene/store/Directory.java04afdb6442186d5b23d87505063487f590642efclucene/core/src/java/org/apache/lucene/store/Directory.java
lucene-solr20,lucene/core/src/java/org/apache/lucene/store/FilterDirectory.java,lucene/core/src/java/org/apache/lucene/store/FilterDirectory.java,aa341476fdb6836bfc62b096219e268e52006103,585952797cfe715aefa29380f08eb93a25acc55e,lucene/core/src/java/org/apache/lucene/store/FilterDirectory.java,04afdb6442186d5b23d87505063487f590642efc,585952797cfe715aefa29380f08eb93a25acc55elucene/core/src/java/org/apache/lucene/store/FilterDirectory.javaaa341476fdb6836bfc62b096219e268e52006103lucene/core/src/java/org/apache/lucene/store/FilterDirectory.java04afdb6442186d5b23d87505063487f590642efclucene/core/src/java/org/apache/lucene/store/FilterDirectory.java
lucene-solr21,lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java,lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java,0325ef2ae453796e13962aca300cc2d2685659d7,e8dac9bfdf358fff3b484ed5cd9032c1fe4bae96,lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java,42a548e28efd74e283bfafaf6dabe7ebe01251e5,e8dac9bfdf358fff3b484ed5cd9032c1fe4bae96lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java0325ef2ae453796e13962aca300cc2d2685659d7lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java42a548e28efd74e283bfafaf6dabe7ebe01251e5lucene/queries/src/java/org/apache/lucene/queries/mlt/MoreLikeThis.java
lucene-solr22,lucene/src/java/org/apache/lucene/index/TieredMergePolicy.java,lucene/core/src/java/org/apache/lucene/index/TieredMergePolicy.java,f10d92398bc688b40498d9a4c765728ed446e050,8093c450c1fd22e2bfd5b2a4a1e45c6f95f16189,lucene/core/src/java/org/apache/lucene/index/TieredMergePolicy.java,425f207f4098e4fcc1307729b1f2e17cfef3929f,8093c450c1fd22e2bfd5b2a4a1e45c6f95f16189lucene/core/src/java/org/apache/lucene/index/TieredMergePolicy.javaf10d92398bc688b40498d9a4c765728ed446e050lucene/src/java/org/apache/lucene/index/TieredMergePolicy.java425f207f4098e4fcc1307729b1f2e17cfef3929flucene/core/src/java/org/apache/lucene/index/TieredMergePolicy.java
lucene-solr23,lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java,lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java,1a278ae89bee3072803abe2387091df9942e96af,2a4dd499bbd2f5ed1f481e17eeaee4f32b927185,lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java,d19dcb4ff0c221400b94705c3d0631c274fd6e75,2a4dd499bbd2f5ed1f481e17eeaee4f32b927185lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java1a278ae89bee3072803abe2387091df9942e96aflucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.javad19dcb4ff0c221400b94705c3d0631c274fd6e75lucene/queries/src/java/org/apache/lucene/queries/function/ValueSource.java
lucene-solr24,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,0cbefe8b25044a0f565c8491bda86626f2eddf5e,edb05314b315acf9abc4f9fdb3d30e17aff7feba,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,458205396efa160ec92829f45971103a0c4e6892,edb05314b315acf9abc4f9fdb3d30e17aff7febalucene/core/src/java/org/apache/lucene/geo/EdgeTree.java0cbefe8b25044a0f565c8491bda86626f2eddf5elucene/core/src/java/org/apache/lucene/geo/EdgeTree.java458205396efa160ec92829f45971103a0c4e6892lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java
lucene-solr25,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,edb05314b315acf9abc4f9fdb3d30e17aff7feba,fdb635353983a8954c092436db650277aa33c95b,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,458205396efa160ec92829f45971103a0c4e6892,fdb635353983a8954c092436db650277aa33c95blucene/core/src/java/org/apache/lucene/geo/EdgeTree.javaedb05314b315acf9abc4f9fdb3d30e17aff7febalucene/core/src/java/org/apache/lucene/geo/EdgeTree.java458205396efa160ec92829f45971103a0c4e6892lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java
lucene-solr26,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,0cbefe8b25044a0f565c8491bda86626f2eddf5e,fdb635353983a8954c092436db650277aa33c95b,lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java,458205396efa160ec92829f45971103a0c4e6892,fdb635353983a8954c092436db650277aa33c95blucene/core/src/java/org/apache/lucene/geo/EdgeTree.java0cbefe8b25044a0f565c8491bda86626f2eddf5elucene/core/src/java/org/apache/lucene/geo/EdgeTree.java458205396efa160ec92829f45971103a0c4e6892lucene/core/src/java/org/apache/lucene/geo/EdgeTree.java
lucene-solr27,lucene/core/src/java/org/apache/lucene/geo/GeoUtils.java,lucene/core/src/java/org/apache/lucene/geo/GeoUtils.java,0cbefe8b25044a0f565c8491bda86626f2eddf5e,edb05314b315acf9abc4f9fdb3d30e17aff7feba,lucene/core/src/java/org/apache/lucene/geo/GeoUtils.java,458205396efa160ec92829f45971103a0c4e6892,edb05314b315acf9abc4f9fdb3d30e17aff7febalucene/core/src/java/org/apache/lucene/geo/GeoUtils.java0cbefe8b25044a0f565c8491bda86626f2eddf5elucene/core/src/java/org/apache/lucene/geo/GeoUtils.java458205396efa160ec92829f45971103a0c4e6892lucene/core/src/java/org/apache/lucene/geo/GeoUtils.java
lucene-solr28,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,a944ab17a712f58e8417639763a0c7267fa11e61,e44509f2dfc22f95f0a13372461d6db58b66611c,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,d8cfeba912ea9c474f81f336d1bf403477dc553c,e44509f2dfc22f95f0a13372461d6db58b66611clucene/core/src/java/org/apache/lucene/search/SynonymQuery.javaa944ab17a712f58e8417639763a0c7267fa11e61lucene/core/src/java/org/apache/lucene/search/SynonymQuery.javad8cfeba912ea9c474f81f336d1bf403477dc553clucene/core/src/java/org/apache/lucene/search/SynonymQuery.java
lucene-solr29,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,e0bde579815ae5ce2525bb659d04e908812f1605,d250a1463d87380420afc90e381623c0dc470695,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,d8cfeba912ea9c474f81f336d1bf403477dc553c,d250a1463d87380420afc90e381623c0dc470695lucene/core/src/java/org/apache/lucene/search/SynonymQuery.javae0bde579815ae5ce2525bb659d04e908812f1605lucene/core/src/java/org/apache/lucene/search/SynonymQuery.javad8cfeba912ea9c474f81f336d1bf403477dc553clucene/core/src/java/org/apache/lucene/search/SynonymQuery.java
lucene-solr30,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,040a9601b1b346391ad37e5a0a4f2f598e72d26e,1acfca5ebcc4eb8600fe0fc0def160f610866f72,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,d8cfeba912ea9c474f81f336d1bf403477dc553c,1acfca5ebcc4eb8600fe0fc0def160f610866f72lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java040a9601b1b346391ad37e5a0a4f2f598e72d26elucene/core/src/java/org/apache/lucene/search/SynonymQuery.javad8cfeba912ea9c474f81f336d1bf403477dc553clucene/core/src/java/org/apache/lucene/search/SynonymQuery.java
lucene-solr31,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,a944ab17a712f58e8417639763a0c7267fa11e61,9b9776a7143eebcac98d9eab06049112d6ef113e,lucene/core/src/java/org/apache/lucene/search/SynonymQuery.java,d8cfeba912ea9c474f81f336d1bf403477dc553c,9b9776a7143eebcac98d9eab06049112d6ef113elucene/core/src/java/org/apache/lucene/search/SynonymQuery.javaa944ab17a712f58e8417639763a0c7267fa11e61lucene/core/src/java/org/apache/lucene/search/SynonymQuery.javad8cfeba912ea9c474f81f336d1bf403477dc553clucene/core/src/java/org/apache/lucene/search/SynonymQuery.java
lucene-solr32,lucene/core/src/java/org/apache/lucene/util/QueryBuilder.java,lucene/core/src/java/org/apache/lucene/util/QueryBuilder.java,57f38e67d6517b42b6c9476412bde11a16cc7e42,a944ab17a712f58e8417639763a0c7267fa11e61,lucene/core/src/java/org/apache/lucene/util/QueryBuilder.java,d8cfeba912ea9c474f81f336d1bf403477dc553c,a944ab17a712f58e8417639763a0c7267fa11e61lucene/core/src/java/org/apache/lucene/util/QueryBuilder.java57f38e67d6517b42b6c9476412bde11a16cc7e42lucene/core/src/java/org/apache/lucene/util/QueryBuilder.javad8cfeba912ea9c474f81f336d1bf403477dc553clucene/core/src/java/org/apache/lucene/util/QueryBuilder.java
lucene-solr33,lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java,lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java,f3f232f775044a85d05a519bdabce53758e76fa4,3ef6e015dd127b356e4163eb48411be94fb2d50c,lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java,d381b739993e92a2e3865fa7b691724661612f8d,3ef6e015dd127b356e4163eb48411be94fb2d50clucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.javaf3f232f775044a85d05a519bdabce53758e76fa4lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.javad381b739993e92a2e3865fa7b691724661612f8dlucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java
lucene-solr34,lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java,lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java,5d1d6448b91abdebbc68b54b062340c5baa88f4c,3ef6e015dd127b356e4163eb48411be94fb2d50c,lucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java,d381b739993e92a2e3865fa7b691724661612f8d,3ef6e015dd127b356e4163eb48411be94fb2d50clucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java5d1d6448b91abdebbc68b54b062340c5baa88f4clucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.javad381b739993e92a2e3865fa7b691724661612f8dlucene/core/src/java/org/apache/lucene/util/bkd/HeapPointWriter.java
lucene-solr35,lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java,lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java,e6fd37c4a1658813d4a272db2d93f4c8a372480b,149469ddbcefd6688e56d54e0a0f2812793214b9,lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java,ff799ac03d3de3807ee021bd4df6fa65a9e4771a,149469ddbcefd6688e56d54e0a0f2812793214b9lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.javae6fd37c4a1658813d4a272db2d93f4c8a372480blucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.javaff799ac03d3de3807ee021bd4df6fa65a9e4771alucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java
lucene-solr36,lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java,lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java,e6fd37c4a1658813d4a272db2d93f4c8a372480b,69be7dc2a3ebe9e5170c8d0c5079d863ce73dab6,lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java,149469ddbcefd6688e56d54e0a0f2812793214b9,69be7dc2a3ebe9e5170c8d0c5079d863ce73dab6lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.javae6fd37c4a1658813d4a272db2d93f4c8a372480blucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java149469ddbcefd6688e56d54e0a0f2812793214b9lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoStandardPath.java
