x/x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
0,0.0,292.52179405986146,809.8925854704437,396.95717653167577,2020.6909709304884,160.28412273210344,3186.043785009867,828.1841582643319,858.8760096777648,837.6156636548769,830.4835940583052,310.5382424114621,863.4384749361126,706.6562106144685,384.22649570273,712.2436380902254,491.38579548049614,415.9915864533801,413.5238808098028,804.4233959800025,851.6554467623629,827.3173514438096,683.4895756337473,667.1356683613911,833.8758900459948,740.0074323951078,3761.027785060887,3250.616710718137,148.30711378757258,1609.8645905789717,253.23309420373948,1884.750646637374,709.396926973891,2207.0591292486934,553.383230681957,422.87941543659934,114.79547029391011,800.5585550101879,4620.5004058002205,553.8790481684607,711.4049479726718,2452.197381941348,1043.5918742496992,3732.7286266215497,737.8048522475303,730.4389091498343,321.662866989648,828.9813025635741,855.4490049091179,483.28873357445445,818.7459923566039,591.4135608861197,649.6145010696729,861.890364257543,862.943219453053,865.0843889471131,866.1720383388049,827.5548320202112,834.1972188877161,865.2034442834818,2484.426090669634,589.3360671128147,3711.769524094943,234.16020157148824,743.745924358581,653.5939106203484,864.1626004404495,864.1626004404495,816.387163054393,815.9093086857141,2413.756615734072,831.2370299740021,4770.959756694663,479.42465518577575,1174.21590859603,781.9347798889623,625.4678249118815,609.9040908208437,608.2285754549847,859.4085175281892,831.6495656224441,642.6912166818526,3735.656033416353,639.4411622659273,844.093004354378,860.4673148934827,794.4979546858507,1833.2921207489003,2255.0611965088665,1272.126566030283,3221.4411371310202,673.0438321535976,642.9790043228472,715.4746676158422,782.5899309344582,1307.3205421777782,823.024908493054,781.0486540542785,531.1214550364164,848.5352084622064,822.167866071157,862.4511580373696,808.9517908998039,841.4600406436422,535.6500723420095,455.1746917393365,3611.23469190248,591.8927267672749,179.23727290940352,856.2902545282178,850.657392843911,861.335010318285,193.05180651835403,664.1882263334694,639.0492938733287,254.62914208707534,792.3692321134131,228.59352571759334,248.84131489766727,776.0161080802383,241.3006423530613,210.37823081298123,372.67680367846884,786.0050890420493,545.2348118013009,733.903263380127,864.650218296393,704.7297354305408,675.8897839145078,735.8056808696166,802.407003957468,395.13541982464693,735.916435473485,942.5438981819361,862.26620019574,366.5719574653795,724.5660770419769,420.3248743531603,752.8087406506384,790.8331050227981,730.2122978969883,726.3821308374814,5152.157800378401,1574.7406135614842,714.226854717743,785.5813134233782,742.7590457207506,807.0613359590459,844.8686288411944,757.8324353047974,843.1150573913385,444.503093352566,808.5381871006465,843.4014465247259,867.1891373858416,829.9210805853771,866.6204474855183,3863.3503594678027,585.5732234315363,758.4213868292481,841.4570696119915,1567.4785484975544
1,292.52179405986146,0.0,534.2649155615592,655.5196412007805,1748.7501250893451,363.30978516962625,2907.255750703746,1112.6895344164966,1143.0883605391143,1122.04144308488,1114.9206249774018,564.0239356623085,1147.6301669091833,480.54760430159257,311.4402029282668,486.302375071313,352.9036695757073,692.8953744974777,689.584657601951,1089.1179917713232,1135.8961220111635,1110.9243898663851,963.5937940854539,946.903902199162,1117.9919498815723,1024.389574331953,3477.353447666774,2972.4128246258124,315.41718405946114,1336.7389423518714,398.5925237633039,1608.041666126845,995.4270440368797,1933.2245084314445,837.2884807520046,138.96762212832166,319.72331788594965,1042.9491838052322,4337.770510296736,814.3175056450647,436.11924974713054,2176.1808288834823,774.8696664601086,3462.7382228519673,482.747345927453,575.1556311121365,589.9898304208302,1112.577637740396,1139.3243611895605,767.6998111241138,1102.8780530956267,867.9902073180319,925.4977039409661,1146.3489870017768,1147.3534764840344,1149.3894031180207,1150.420357956169,1111.6672163916683,1118.0778148232796,1149.4224636746926,2204.742161795796,660.8842561296191,3433.6348087704378,379.5023056583451,1010.3637958676073,912.1107388908432,1148.2996124705433,1148.2996124705433,1100.5603118412002,1100.0231815739157,2171.979742078641,1115.2345044877334,4510.634988557597,682.7173646539247,973.7597239565827,769.5186807349123,747.9859624351249,633.6970885210062,632.6918681317154,1143.2348840024083,1110.9113375962997,925.5263367403437,3473.2726642174234,923.9653673163297,1127.574387790003,1144.4784838519247,1078.854948544984,1594.9943573567903,2002.7785698873454,1023.656680728456,2973.3513078679416,955.31617802694,915.2185531336218,998.0025050068763,1067.1597818508717,1069.4961430505489,615.8222146041827,1061.3953080732927,405.2345000120301,1132.907321893543,1106.6286640061335,1146.7619630943468,1093.9387551412556,1126.2397613297092,820.2645914581465,739.1271879724085,3332.5790313209377,725.3840362180574,439.15942435521066,1140.2052446818511,1134.4950418578303,1145.5125490364564,383.21012512719443,945.876841877419,897.0111482027411,294.1479219712422,1076.0269513353278,460.8079860419088,326.92965604239697,1058.5083844731698,474.7220239255811,396.66862744613417,638.7323383076827,1068.2579276560507,819.2472154362198,1001.0509477544088,1148.7571544934988,974.5691355670976,938.9952076555023,1022.0572391016073,1085.093544354587,612.6752810420868,1022.1526304813777,819.9036528763609,1146.470235112975,421.89098117878746,795.5620654606403,685.7696406228553,1037.1248719416578,1075.2395082027074,1015.5151402120995,1011.7005485814466,4890.954814757544,1352.6474041671022,1000.681267936999,1071.1624526653275,1028.4250094197437,1092.3538803885854,1129.2298260318844,1043.6603853744762,1126.4341969240813,723.4804765852358,1093.4143770776018,1127.8550438775367,1151.398280353067,1114.3419582874908,1150.7658319571362,3609.236345821648,570.9807352266799,1043.0637564406118,1125.9027489086257,1317.3131746095914
2,809.8925854704437,534.2649155615592,0.0,1178.8990626851817,1236.6042212446148,857.7126558469334,2423.9436874647067,1629.6462806388386,1661.2218394904396,1639.5883629740729,1632.2153656916723,1030.4426233420277,1665.9135631838767,371.2452019891974,586.2456822868719,371.98521475994175,495.1161479895399,1182.2161392909504,1178.0780958832906,1605.6447303186344,1653.5927551849034,1629.3636794773597,1481.7962073105734,1465.0610908764181,1636.2221731782026,1538.7706131844343,2981.862169852926,2500.1865930366075,796.7665906650454,812.0024630504516,905.0066298099699,1081.6177698244421,1511.2405500118107,1405.026690137949,1348.2095534448642,425.4209679834787,843.6112848937004,1563.6713209623051,3834.896087249301,1339.3147501614399,249.86596406873826,1663.7223326024086,380.0157891456617,2942.343113914487,364.4969135671796,467.89849326536626,1071.8586660563042,1632.0888456208504,1658.1474602700448,1269.7921089690233,1620.25275805968,1381.0097754903836,1442.0045076212486,1664.673841928202,1665.6839436099515,1667.722698772191,1668.751029962229,1630.0407970354606,1636.9975565039797,1667.6999130539043,1707.6999150904705,1103.1142279927315,2923.571959093875,837.2663853278716,1535.7043986392694,1437.512782551863,1666.8362247083544,1666.8362247083544,1618.0784900615915,1617.5549449709583,1664.7483293278897,1633.457988440474,4024.210357324776,1187.3693612351635,875.9686067434152,1088.8581174790406,1196.5692625168006,1011.8008697367284,1011.3881549632663,1661.9533687802434,1633.037354134926,1439.7333086374017,2946.7141021822936,1435.4995646115676,1647.1299280870346,1662.857781050442,1595.5503752624045,1118.6643821987004,1499.685633724615,581.4051943352415,2468.765075903335,1467.0112474006462,1436.0222839496607,1514.8590693526576,1583.0296901827205,712.7432917958611,508.7533783671613,1582.5773282844664,524.4215861308533,1650.6889470763413,1624.9781536993044,1665.0159158398455,1610.801353364219,1644.0355835565117,1334.605934349162,1248.7721969999172,2823.6982841656436,1203.0573552412204,941.316099936679,1658.8312150426877,1652.8617607047481,1663.80227190613,885.4157215681231,1460.8997227736063,1422.1800167348717,764.9601296799723,1593.7568823380811,948.2789673930346,771.530945588056,1577.6973727556244,957.5249344011884,870.2511131851542,1147.86410345476,1588.049747331613,1314.0292995211332,1523.5826200111367,1667.1640591135595,1496.921507628239,1459.1994380481374,1535.9264305297959,1603.9759973266432,1107.7887885332655,1536.0087890373545,947.1721068528147,1664.721898696596,743.8070986485676,1216.043584745218,1184.3686081621718,1550.2854575851507,1590.7950842267524,1530.9918353799278,1527.259310005999,4370.609110867729,905.2402995890097,1513.0908763190664,1587.0973505113036,1543.5054259703786,1609.4166645092253,1646.9277458346496,1558.504411286667,1645.9450173076864,1223.5591526362753,1609.7453214716918,1645.360750716997,1669.7427945644802,1631.455485142025,1669.2534259362776,3097.9845060942444,846.0307323023201,1559.5278131537123,1643.7889158891417,819.4748318282875
3,396.95717653167577,655.5196412007805,1178.8990626851817,0.0,2389.112596760563,372.93967340576677,3516.4163576004476,484.49355000866626,511.9501928898943,492.8681365233504,486.1666380985022,352.7279404867156,516.3438776629389,1024.7097149924948,707.6022894253523,1030.0116504195475,821.8278408523283,272.0,274.2571785751469,462.6813158103534,505.3137639130761,479.0709759524156,341.0527818388233,323.83483444496824,487.776588204067,404.43046373882373,4094.82026467585,3561.8537308542022,429.3040880308502,1974.3847142844274,340.42914093831627,2250.582146912216,383.211429892168,2577.143573804145,261.0670411982332,772.6215114789388,354.3825616477199,427.2294465506796,4958.338532210159,183.92661580097646,1057.4998817966837,2816.7593081411837,1381.0094134364183,4101.2305470431675,1048.5308769893236,1097.0250680818556,325.6071252291633,480.88980026613166,507.87990706465246,269.62752085052443,475.428228021854,317.1703012578574,331.8945615703879,515.6975858000501,516.575260731677,518.372452971799,519.3004910454061,482.52046588719946,487.9221249338874,518.1930142331137,2824.926547717657,524.2499403910314,4059.4373994434254,449.7332542741308,367.81653035175026,278.9659477427308,516.9468057740564,516.9468057740564,471.0700584838735,471.36291750624594,2786.557733118049,485.0670056806585,5095.925823635976,235.16589888842302,1371.8082956448397,775.0103225119004,472.35050545119566,605.1776598652664,603.5089063137345,510.59768898811126,469.21210555568575,324.1681662347492,4108.232831765989,327.4354898296762,494.82522166922735,512.5709706957662,453.2504826252257,2202.5882502183654,2625.8202527972094,1635.8114194490756,3593.16796156261,348.67033140202795,276.3277040037788,375.33851387780607,443.08012819353564,1613.3034432492852,1107.6159081558915,422.03080456288967,871.7012102779255,502.8767244564019,477.69969646211837,515.964146041176,468.4933297283965,497.9377471130302,255.04901489713697,199.2862263178266,3957.573119981487,439.6157413014234,304.26468740226824,508.1751666502408,503.07156548546845,514.2868849193026,341.9239681566649,328.88447819865263,265.0980950516242,479.22750338435293,450.75048530201275,331.9698781516178,501.64429628971163,430.39284380667857,338.83771926985935,401.4747812752378,185.72291188757515,437.8824043050828,311.2394576527854,353.50954725438464,517.3480453234554,345.60237267704053,329.73019273339224,410.0182922748691,450.48418396210093,258.6793381775978,409.91950429322094,1062.7558515482283,515.2358683166381,654.1406576570516,613.1516941181848,226.93611435820435,417.86122098132057,449.87776117518854,398.15700420813897,394.70748662775577,5529.912747955433,1957.1021945723733,393.0229000961649,449.66987891118526,411.1812252523211,467.3916986853746,499.6078462154092,426.6321600629751,492.93001531657615,222.764449587451,467.911316383778,498.4285304835589,520.0769173881879,485.89299233473207,519.3553696651263,4235.14450756996,758.7707163563971,421.23864969871886,496.78063569346176,1939.1235133430773
4,2020.6909709304884,1748.7501250893451,1236.6042212446148,2389.112596760563,0.0,2057.8126736901977,1413.5738395994742,2833.0289444338546,2864.813431970745,2842.9006313974464,2835.461338124715,2223.0398107096507,2869.5302751495756,1446.8507179387927,1757.7559557572263,1443.130278249334,1647.6510552905308,2380.269102433588,2375.808493965791,2809.10181374759,2857.0654525229206,2832.7431934434157,2687.96763373371,2671.05971479486,2840.026232273216,2742.4633087791713,1903.4878512877353,1561.4643767950647,2008.8551465946966,541.3076759108446,2108.798947268326,351.0142447251963,2716.538238273115,399.63483331661666,2550.938454765226,1637.5637392175,2059.2707447055136,2761.5560830806967,2717.210702172358,2545.304304007676,1346.927986196738,445.6657940654634,1060.894905256878,1725.308957839146,1400.5577460426257,1450.4837124214805,2259.311178213395,2836.220724837896,2862.4529690459544,2461.0428683791756,2823.1091016820446,2580.2058057449603,2643.644265025081,2868.115932105953,2869.1690434688576,2871.2859488389518,2872.349560899578,2835.0292767447745,2842.102918615017,2871.3852057848317,730.8111931271989,2250.27220575645,1782.7879851513471,2024.0205038487136,2739.6835583694697,2641.006058304297,2870.378546463863,2870.378546463863,2821.8362815726923,2820.968273483415,780.3646583489029,2837.3292019080195,2993.751993736288,2377.761972948512,1555.0514460943084,2147.8654520244045,2351.477407928896,2132.0968552108507,2132.1843259906027,2865.976098993151,2837.125481891839,2643.638401899927,1797.1332727430095,2636.783077919001,2851.487155853941,2866.808678652972,2798.6109054314784,631.0087162630957,555.513276168986,879.3986581750054,1378.2608606501165,2669.135440549992,2639.2885404972303,2718.0360556843243,2784.6929812817784,1114.3334330441674,1460.7409078957157,2787.747657159808,1618.740868700114,2854.2088220731152,2828.752728677429,2868.6125566203605,2813.9102686475276,2847.3982861552754,2534.283133353493,2449.9269376861016,1690.791530615173,2368.866606628579,2135.962078315062,2862.9559898817865,2857.140178570173,2867.637006317222,2080.8471832405185,2662.7681085667223,2625.3906376004315,1950.4214929086481,2798.004110075609,2142.4847724079627,1954.6022613309337,2783.0334169750818,2149.761382107326,2061.0441528506854,2350.216160271221,2793.3510341523493,2505.20797539845,2730.2487066199665,2870.6319861661127,2703.3730782117364,2664.959849603742,2737.333373924338,2809.5716755405974,2306.6811656577074,2737.464702968789,1869.2027712369784,2868.400425324191,1888.516613641511,2326.7135620870913,2381.50855551686,2753.142386437723,2794.1458444397636,2733.1772719675537,2729.4906118175236,3168.292284496492,785.5787675338482,2713.546756553128,2789.6175365092613,2746.007829559122,2812.0803686950344,2850.3198066181976,2760.8364674496747,2849.97070160379,2426.1036663753675,2812.2044733624903,2848.4978497446687,2873.39189808839,2834.007939297277,2873.038287249232,1948.7252243453925,1920.3853779905742,2761.9610786540784,2846.8698600392677,607.2520069954483
5,160.28412273210344,363.30978516962625,857.7126558469334,372.93967340576677,2057.8126736901977,0.0,3198.798211828936,797.2879028305898,827.7106982515087,806.8785534391158,799.5373662312475,300.51788632292755,832.4235700651442,713.2390903476897,397.39526922196745,718.6751700177209,509.0392912143423,393.2378415157931,390.626419997419,773.8307308449309,820.4413446432353,795.0352193456589,653.8631355260824,636.6671029666917,802.8436958711203,709.0063469391512,3787.392374708488,3264.4650404009535,199.05778055629978,1650.6553244090662,278.84045617521144,1925.9158860137168,685.442193040376,2250.063776873891,530.8860518039629,479.90832457876786,187.96010214936572,761.2233574976533,4646.3580361397035,518.8708895284067,746.0361921515604,2488.301629626119,1061.0565489171631,3766.3589844835556,749.9019935964966,785.8842153905371,334.96566988275083,798.6607540126158,824.8902957363482,457.0240693880356,787.75376863586,574.6677300840895,626.427968724258,830.7177619384336,831.8245007211557,834.0743372146154,835.2167383380197,797.5562676074961,804.4923865394874,834.2877201541444,2504.9866267108096,566.8580069117838,3733.9970540963204,244.02458892496878,704.7503103936883,613.8338537421995,832.9753897925196,832.9753897925196,784.21999464436,782.4992012775476,2453.4583754366,800.1024934344349,4786.55136815641,434.2361108889955,1163.1569111689103,746.4174435260741,577.034661003999,574.5676635523444,572.8656037850413,828.2233998143255,797.1787754324622,618.5507254866006,3772.7876961207344,609.5522947212979,813.8292204142095,829.4257049308275,763.4395850360394,1867.6661907310952,2283.590593779892,1306.3961879919889,3253.046264657175,642.8226816160114,602.2150778584011,684.4318811978296,750.3958955111628,1320.00075757554,830.8628045592125,747.8395549848912,545.3815178386594,817.601981406601,791.7442768975346,831.7144942827437,779.250922360699,810.3826256775252,510.4311902695602,428.7784975952036,3632.9325619945107,566.1165957645121,161.52089648091976,825.2599590432096,820.1274291230601,830.5775099290854,167.20047846821492,631.232920561024,599.0,238.16590855955855,763.4408948962584,219.04337470008082,254.05708020049352,746.3270060770949,235.14038360094594,207.55240302150202,345.99855491027705,756.3286322756795,509.0500957666151,694.5365361159916,833.5796302693583,675.642657031067,647.5523144889531,703.8913268395911,771.0797624111269,373.4420972520372,704.0653378771036,918.0991231887764,831.3819820034591,396.7114820622161,680.7870445300791,384.48406989106843,721.1865223366283,759.5906792477117,701.835450800257,698.1504135929449,5192.072514901925,1629.2756059058884,683.4712868877522,754.9152270288366,712.8800740657575,776.9523794931064,813.918914880346,728.599341202008,811.7992362647307,419.2230909670888,777.7409594460099,812.3404458722956,836.2858363023972,798.9468067399731,835.8109834167053,3894.0216999908976,571.9659080749481,727.7733163561302,810.5128006392002,1593.1810945401028
6,3186.043785009867,2907.255750703746,2423.9436874647067,3516.4163576004476,1413.5738395994742,3198.798211828936,0.0,3981.78301769446,4011.42032203059,3990.956401666147,3983.436205087261,3397.5404339021484,4016.277256365651,2547.605149939841,2929.269021445453,2543.2616853167115,2817.686462330399,3549.193429499159,3544.5173155170223,3957.9509850426393,4004.0192307230495,3977.8427570732356,3832.03457708826,3814.2397669784737,3987.21080456,3892.8159473573883,842.3247592229496,614.8967392985589,3174.0781338839156,1738.2120123851405,3228.1641841765113,1504.1755216729196,3871.7798232854097,1327.664490750581,3712.354239562814,2780.6736593854375,3205.585281972701,3834.5757262049215,1599.345178502752,3658.0477033521584,2504.9566862522793,1093.4866254326114,2183.1387954044517,1263.5782524244394,2485.0136820548896,2735.515307944739,3457.4554227061267,3981.4463452368664,4007.837821070109,3632.3497904249257,3971.151470291709,3735.966943108571,3791.877371434894,4014.8486895523224,4015.9140927066655,4018.0520155916347,4019.1246559418882,3981.689842265467,3988.063439816373,4018.176949811942,873.0028636837338,3252.80678799095,886.6611528650616,3192.184205211222,3850.6538405834403,3746.788224599837,4016.795737898555,4016.795737898555,3968.22290200538,3965.241102379526,1629.4667839511183,3983.9452807487205,2111.4402667373756,3450.8910443536174,2353.422189068506,3065.6544162706923,3356.194422258639,3117.100255044743,3117.9376196453964,4011.226495724219,3968.697267366207,3800.605872752396,1488.9919408781232,3796.147784267625,3996.3115494165368,4012.7580290867277,3948.07750683798,1866.281061362409,1496.8279794284979,2131.0915043704717,1546.6208326542094,3822.0697272551165,3764.6475266616926,3863.7703089081265,3935.1719149231585,2110.326988881107,2542.574482684824,3924.083842121623,2822.9946864987187,4001.6972649114778,3975.9996227364004,4015.6940869543337,3964.7214277928783,3995.216639933309,3695.331378915834,3611.3624852678527,801.8285352866908,3393.57628468847,3302.8764736211374,4008.636177055733,4003.23731497397,4014.4983497318817,3224.909921222607,3812.614195011082,3731.676968870698,3076.511173391054,3947.4667826341492,3310.162533773833,3114.489524785723,3929.061974568485,3322.284605508685,3229.395299433007,3499.913570361417,3938.0435497845883,3664.41946288904,3840.1881464324115,4017.4259171763206,3825.8069736984903,3780.395217434283,3889.251727517775,3951.0547958741345,3418.0510528662385,3889.4758001561086,2721.2107599375686,4015.214066522481,3110.0794202077864,3290.9553324224867,3528.852788088503,3903.9024065670496,3943.9459935450436,3888.1161248090316,3884.602424959342,2597.2121592199587,2130.787413140973,3869.728026618925,3940.9215927242194,3899.3730265261875,3962.5061514147837,3998.3541614019136,3915.094507160715,3994.032298317078,3584.958856109788,3962.751443126354,3996.556642911495,4020.20123874415,3982.7897258077787,4019.5477357533646,1714.291398800099,2999.2150639792408,3913.423820646059,3995.1579443120895,1833.2032075031943
7,828.1841582643319,1112.6895344164966,1629.6462806388386,484.49355000866626,2833.0289444338546,797.2879028305898,3981.78301769446,0.0,36.29049462324811,16.217274740226856,14.832396974191326,645.7468544251686,40.80441152620633,1470.1183625817343,1112.293576354732,1475.07694714547,1232.9537704228817,478.0983162488653,483.66000454864985,29.631064780058107,25.80697580112788,28.930952282978865,175.6217526390168,189.08992569674356,23.53720459187964,99.6393496566492,4563.914000066171,4031.4592891408442,846.7396294020966,2419.9154943923145,799.3072000176153,2699.6751656449337,130.18832512940628,3021.2823436415206,292.1095684841563,1237.8481328499065,809.927774557707,395.9987373717245,5424.229254004665,368.97831914626096,1517.241576018796,3266.2998943758976,1835.6342228232727,4539.26601996402,1513.239240834046,1470.9323573842544,599.6565683789347,36.945906403822335,42.14261501141095,387.98840188851005,49.95998398718719,331.06343802963204,262.5147614897113,42.28474902373195,42.661458015403085,44.13615298142782,45.221676218380054,35.270384177096794,41.376321731154405,42.14261501141095,3285.3672549655694,920.4390256828532,4514.6672081118,845.8309523776013,236.3070037049262,318.0943256331367,43.01162633521314,43.01162633521314,27.477263328068172,39.179076048319466,3188.69503088646,21.817424229271428,5528.838756918129,604.1282976322166,1822.0916552138644,1172.1121959949055,818.6336176825381,1020.1254824775234,1018.4836768451422,40.98780306383839,103.61467077590895,213.05163693339696,4533.615444653417,207.12797976130602,40.69397989875161,39.30648801406709,44.294469180700204,2605.797574640056,3042.5804837341607,2060.1075214658094,3998.6995386000185,185.79827770999387,244.69777277286363,138.3726851658231,54.35071296680477,2048.312476161779,1544.678283656503,88.43076387773658,1262.5066336459386,26.40075756488817,29.816103031751148,40.26164427839479,28.142494558940577,25.88435821108957,315.4742461755,386.40263974253594,4413.893859167889,788.924584481939,701.8625221508839,38.0,38.561638969317684,39.20459156782532,778.4818559221532,183.52384041317356,327.87650114029213,931.7408437972439,60.01666435249463,713.9565813128975,915.7472358680642,79.47326594522211,707.8227179174175,797.5612829118525,512.262627955622,73.3007503372237,378.615900352851,230.50596521565336,42.790185790669334,240.7093683262037,308.09738720086546,114.27598172844546,55.09990925582364,620.6407978855402,113.40194001867869,1490.9118015496424,38.91015291668744,997.916830201796,964.5936968485747,483.6320915737499,92.69304181005174,44.31703961232068,105.40872829135166,109.13294644606641,5951.764192237458,2345.9384049885025,127.54214989563255,49.22397789695587,90.79647570252934,31.575306807693888,23.323807579381203,78.14729681825213,41.27953488110059,423.01300216423607,27.331300737432898,20.42057785666214,44.654227123532216,19.28730152198591,44.85532298401161,4647.71524515003,1134.691588053776,78.61297602813418,21.97726097583591,2360.6867644818954
8,858.8760096777648,1143.0883605391143,1661.2218394904396,511.9501928898943,2864.813431970745,827.7106982515087,4011.42032203059,36.29049462324811,0.0,25.534290669607408,32.202484376209235,678.4187497408957,8.94427190999916,1501.2271646889421,1145.0458506103587,1506.1736287692731,1265.7811817213906,511.3521291634562,516.8152474530913,59.55669567731239,14.594519519326424,38.8587184554509,202.10393365790782,216.3007165961315,29.0,130.73255141700554,4593.965171831411,4060.54048126601,878.7678874424122,2452.262220889112,827.1765228776745,2731.8222855815493,159.37377450509229,3053.758995074759,325.1876381414275,1267.9033874866018,839.2139179017469,396.04797689168925,5454.643709721104,389.4817068874994,1547.906650932155,3297.777433363264,1866.5502939915657,4571.5814550328205,1542.8363490662255,1503.7243763402919,631.7729022362387,39.11521443121589,24.43358344574123,420.11427016943856,64.16385275215322,356.56976876903065,287.2507615307573,15.905973720586866,15.132745950421556,15.7797338380595,17.08800749063506,45.24378410345447,43.98863489584554,11.704699910719626,3316.188022413687,937.9333665031861,4546.097117308428,877.3431483746824,243.26117651610582,332.5462373866227,14.247806848775006,14.247806848775006,49.35585071701227,56.142675390472796,3222.3741247719827,31.606961258558215,5560.365365693157,625.9680503028889,1847.103949430026,1190.476375238081,835.5225909573002,1041.598291089228,1039.9923076638595,16.0312195418814,98.56469956328178,243.52823244954578,4566.817272455731,240.17285441947848,30.773365106858236,12.409673645990857,73.58668357794092,2638.965706484266,3075.346972294346,2092.4234753032188,4031.8465992644115,218.42618890600093,267.64155133312164,164.59040069214242,85.36392680752216,2079.321764422236,1575.0631733362316,103.00970828033637,1294.617317974698,16.24807680927192,44.51965857910413,11.832159566199232,55.163393659201205,24.269322199023193,345.1564862493533,418.90094294474915,4445.250049209831,804.1063362516179,733.629334200862,13.820274961085254,27.53179979587241,12.083045973594572,808.6266134626043,214.26618958669144,343.34821974199895,961.0109260565147,83.3966426182733,745.52598881595,946.8695791924039,100.50373127401788,739.705346742877,829.1700669947029,542.6453722275719,91.58602513484249,411.14109500267665,240.41214611579008,16.06237840420901,256.4176280991617,324.328537134801,144.3675863897433,71.49125820686051,648.8774922895692,143.68368035375485,1513.288802575371,9.219544457292887,1032.0469950540044,978.5816266413344,515.17666872637,126.60568707605516,78.1728853247723,136.8941196691808,140.60227594174995,5984.400554775724,2378.275846070005,160.51791177311023,80.59776671843954,123.51113310143342,56.72741841473134,18.734993995195193,110.0272693471941,31.096623610932426,456.7154475162845,56.49778756730214,19.6468827043885,13.74772708486752,37.0,14.45683229480096,4680.72878940876,1161.2036858363824,109.31148155614761,22.67156809750927,2393.488040496547
9,837.6156636548769,1122.04144308488,1639.5883629740729,492.8681365233504,2842.9006313974464,806.8785534391158,3990.956401666147,16.217274740226856,25.534290669607408,0.0,12.922847983320086,656.1569934093517,29.46183972531247,1480.0442560950669,1122.9425630903836,1485.0121211626524,1243.689671903727,488.9222842129411,494.49570271135826,37.403208418530085,17.578395831246947,25.69046515733026,181.80209019700516,195.70385790780927,17.175564037317667,110.54863183232979,4573.560319925823,4040.8515191726606,856.6452007686729,2430.0670772635062,806.9206900309348,2709.822318898418,137.81146541561773,3031.590671578206,303.29028998634294,1247.1515545433922,818.5609323685073,394.8999873385665,5434.03882945273,374.3046887229707,1526.5650985136533,3276.0320511252635,1845.2788407175756,4549.531294540131,1522.2614755685042,1481.2754639161483,609.4382659466011,29.29163703175362,29.949958263743873,398.2838184008986,49.68903299521938,337.32476932475623,268.2703859914471,32.357379374726875,32.357379374726875,33.391615714128,34.38022687534217,31.192947920964443,34.42382895611701,30.83828789021855,3295.171770940022,924.1801772381833,4524.841544186935,855.8697330785801,236.6600938054407,320.9594990026,31.606961258558215,31.606961258558215,32.71085446759225,41.97618372363071,3199.7948371731586,17.349351572897472,5539.582746019776,610.293372076086,1830.3029803833026,1177.6986032088175,823.7220404966714,1026.7273250478922,1025.0980440913931,30.083217912982647,99.77474630386187,222.63872080121195,4544.4374789406,218.23152842795196,30.01666203960727,27.748873851023216,53.094255809833136,2616.4525602425892,3053.0209629152564,2070.1763209929727,4009.3432130462465,196.96192525460347,251.64260370612922,146.45135711218248,63.33245613427605,2058.3865040365963,1554.6009134179742,90.7028114227999,1272.5674834758272,16.3707055437449,29.257477676655586,28.495613697550013,34.828149534535996,17.69180601295413,324.5966728110441,396.96095525882646,4424.0343579136,791.5952248466384,711.9101066848258,25.942243542145693,28.809720581775867,27.459060435491963,787.847066377733,193.59752064528098,331.13139386050364,940.9038208021052,63.34824385884742,724.0932260420615,925.6262744758275,82.18880702382776,718.0793827983088,807.682487119784,521.768147743804,74.444610281739,390.26785673432033,232.2756982553276,32.28002478313795,242.98559628093184,310.195099896823,124.80384609458156,58.557663887829406,628.9992050869381,124.02822259469818,1497.7960475311718,27.982137159266443,1009.2626021011578,968.249967725277,493.34470707609705,104.28326807307106,55.97320787662612,115.07388930595855,118.80656547514535,5962.162694861656,2355.975806327391,138.37629854855925,58.61740355901138,100.9108517454887,36.71511950137164,12.922847983320086,88.07950953541919,33.301651610693426,434.0034562074362,36.24913792078372,12.328828005937952,33.21144381083123,20.808652046684813,32.63433774416144,4658.32867024215,1143.8452692562923,88.70738413458037,14.0,2371.2311148430895
